geo_id,state_code,county_code,county_name,cbp_small_biz_count,crunchbase_count,state_abbv,2013_pop_est,land_area_sqmile,pop_density
0500000US50005,50,5,Caledonia County,943,1,VT,31157,648.864,48.01776643
0500000US26025,26,25,Calhoun County,2616,0,MI,135012,706.233,191.1720353
0500000US05013,5,13,Calhoun County,66,0,AR,5241,628.581,8.337827583
0500000US01015,1,15,Calhoun County,2308,2,AL,116736,605.868,192.6756323
0500000US28013,28,13,Calhoun County,257,0,MS,14734,586.573,25.11878317
0500000US19025,19,25,Calhoun County,284,0,IA,9926,569.968,17.41501277
0500000US12013,12,13,Calhoun County,191,0,FL,14682,567.334,25.87893551
0500000US48057,48,57,Calhoun County,427,0,TX,21806,506.84,43.02343935
0500000US45017,45,17,Calhoun County,238,0,SC,15055,381.151,39.49878132
0500000US13037,13,37,Calhoun County,74,0,GA,6523,280.367,23.26593358
0500000US54013,54,13,Calhoun County,109,0,WV,7564,279.249,27.08693675
0500000US17013,17,13,Calhoun County,93,0,IL,5059,253.825,19.93105486
0500000US48059,48,59,Callahan County,207,0,TX,13525,899.372,15.03827115
0500000US29027,29,27,Callaway County,740,0,MO,44359,834.575,53.15160411
